1  1 40.5 56.7  72.6  90.8 135.2 151.2 177.5 177.5 172.5 191.3
1  2 25.6 32.0  35.2  40.5  72.6  90.8 126.8 126.8 126.8 143.7
1  3 32.0 40.5  66.6  96.8 151.2 180.0 270.0 281.6 332.8 356.3
1  4 19.6 48.6  70.0  96.8 151.2 180.0 247.5 332.8 487.4 505.4
1  5 10.8 25.6  56.7  75.0 129.6 176.4 303.5 420.0 560.0 600.4
1  6 50.0 50.0  58.4  65.0  85.0 115.2 202.5 202.5 225.4 258.8
1  7 25.6 35.2  52.7  90.8 115.2 129.6 156.8 156.8 176.4 191.3
1  8 22.1 48.6  75.0  84.7  90.8 100.8 176.4 277.5 356.4 356.4
1  9 10.8 25.6  48.6  50.0  84.7 100.8 180.0 277.5 420.0 487.4
1 10 10.8 25.6  60.0  65.0  78.7  90.0 156.8 202.5 361.0 388.8
1 11 17.2 25.6  48.6  52.7 143.7 186.2 243.2 243.2 281.6 332.8
1 12 25.6 56.7  90.8  90.8  90.8 126.8 191.3 191.3 191.3 217.6
1 13  4.8 19.6  65.0  75.0 126.8 180.0 307.8 332.8 356.4 487.4
1 14 25.6 40.5  84.7  90.8 147.0 152.1 225.0 247.5 388.8 419.1
1 15  5.3 35.2  90.8  90.8  96.8 115.2 152.1 152.1 176.4 247.5
2  1 17.2 25.6  60.0  75.0 156.8 186.2 236.3 281.6 343.0 388.8
2  2 48.6 66.6 100.8 115.2 160.6 243.2 317.9 419.1 505.4 556.6
2  3  5.3  5.3   6.3  19.6  52.7 129.6 281.6 307.8 388.8 487.4
2  4 19.6 25.6  48.6  35.2  78.7  78.7  85.0 156.8 317.9 487.4
2  5 25.6 50.0  84.7  84.7  84.7 115.2 205.8 307.8 523.5 556.8
2  6 55.0 75.0 100.8 115.2 186.2 247.5 332.8 356.4 419.1 460.0
2  7 25.6 40.5  56.7  65.0  84.7 156.8 225.4 225.4 225.4 247.5
2  8 17.2 32.0  56.7  65.0  96.8 115.2 169.0 191.3 258.8 343.0
2  9 10.8 22.1  48.6  65.0 143.7 176.4 202.8 225.4 292.5 388.8
2 10 12.6 25.6  52.7  90.8 202.5 247.5 388.8 419.1 453.6 620.0
2 11 25.6 48.6  96.8  96.8  96.8 160.6 247.5 247.5 247.5 303.5
2 12 22.1 48.6  78.7  90.8 115.2 126.8 176.4 191.3 281.6 303.5
2 13 32.0 56.7 100.8 100.8 115.2 186.2 235.2 281.6 345.6 388.8
2 14 65.0 84.7 143.7 143.7 156.8 180.0 225.0 276.0 303.5 303.5
2 15 28.8 32.0  52.7  65.0 100.8 180.0 276.0 307.8 346.8 388.8
3  1  4.8  7.5  19.6  28.8  60.0  78.7 100.8 135.2 191.3 191.3
3  2  1.4  3.2   6.3  10.8  28.8  32.0  60.0  78.7 115.2 168.8
3  3  1.4  2.3   4.8   2.3   1.4  19.6  25.6  28.8  41.6  41.6
3  4  4.8  4.8   4.8  10.8  28.8  25.6  22.1  10.8   6.3   2.3
3  5  1.8  4.8  12.6  17.2  48.6  70.0 152.1 152.1 156.8 176.4
3  6  4.0  7.5  32.0  32.0  55.0  60.0  70.0  84.7 108.9 115.2
3  7  0.4  2.3   4.0   6.3   7.5   7.5   7.5   6.3   1.4   1.4
3  8  1.4  1.4   3.2   6.3  17.2  32.0  78.7  78.7  86.4 135.2
3  9  1.4  4.0   7.5  10.8  14.4  22.1  50.0  70.0  84.7 100.8
3 10  1.4  1.4   1.4   6.3  19.6  22.1  28.8  28.8  36.5  40.5
3 11  1.4  3.2   7.5  10.8  32.0  48.6  66.6  78.7 118.3 156.8
3 12  0.6  0.4   0.0   3.2  10.8  10.8  12.6  19.6  44.8  32.0
3 13  1.4  1.4   0.4   0.4   1.4   6.3  12.6  19.6  28.8  28.8
3 14  1.4  1.4   1.4   3.2  19.6  28.8  40.5  40.5  44.6  56.7
3 15  1.4  1.4   3.2  10.8  32.0  32.0  32.0  22.1  19.6  19.6

